Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
SymbMath,pl,0,0,0,0,0.0,0.0
SYMBAL,pl,0,0,0,0,0.0,0.0
SVL,pl,0,0,0,0,0.0,0.0
SUPERMAC,pl,0,0,0,0,0.0,0.0
SuperForth,pl,0,0,0,0,0.0,0.0
SUMMER,pl,0,0,0,0,0.0,0.0
ADABTPL,pl,0,0,0,0,0.0,0.0
Adagio,pl,0,0,0,0,0.0,0.0
StreamIt,pl,0,0,0,0,0.0,0.0
SoQL,queryLanguage,0,0,0,0,0.0,0.0
STOICAL,pl,0,0,0,0,0.0,0.0
SR,pl,0,0,0,0,0.0,0.0
SQUARE,pl,0,0,0,0,0.0,0.0
SQLMP,pl,0,0,0,0,0.0,0.0
SPRINT,pl,0,0,0,0,0.0,0.0
Adaplex,pl,0,0,0,0,0.0,0.0
Spec,pl,0,0,0,0,0.0,0.0
Aditi,pl,0,0,0,0,0.0,0.0
EQLog,pl,0,0,0,0,0.0,0.0
ISIS,pl,0,0,0,0,0.0,0.0
ERROL,pl,0,0,0,0,0.0,0.0
P-Prolog,pl,0,0,0,0,0.0,0.0
Otter,pl,0,0,0,0,0.0,0.0
Ottawa Euclid,pl,0,0,0,0,0.0,0.0
OSL/2,pl,0,0,0,0,0.0,0.0
OSIRIS,pl,0,0,0,0,0.0,0.0
Orlog,pl,0,0,0,0,0.0,0.0
OREGANO,pl,0,0,0,0,0.0,0.0
OPS,pl,0,0,0,0,0.0,0.0
OPS-3,pl,0,0,0,0,0.0,0.0
OpenMusic,pl,0,0,0,0,0.0,0.0
OOPAL,pl,0,0,0,0,0.0,0.0
OMNITAB 80,pl,0,0,0,0,0.0,0.0
OMNIMARK,pl,0,0,0,0,0.0,0.0
OLI,pl,0,0,0,0,0.0,0.0
OLGA,pl,0,0,0,0,0.0,0.0
O'Haskell,pl,0,0,0,0,0.0,0.0
Octopus,pl,0,0,0,0,0.0,0.0
Occam 2,pl,0,0,0,0,0.0,0.0
OBSCURE,pl,0,0,0,0,0.0,0.0
ObjVProlog,pl,0,0,0,0,0.0,0.0
OWL DL,xmlFormat,0,0,0,0,0.0,0.0
P-TAC,pl,0,0,0,0,0.0,0.0
Mizar,pl,0,0,0,0,0.0,0.0
P3L,pl,0,0,0,0,0.0,0.0
pC++,pl,0,0,0,0,0.0,0.0
PCOL,pl,0,0,0,0,0.0,0.0
PCN,pl,0,0,0,0,0.0,0.0
Path Pascal,pl,0,0,0,0,0.0,0.0
PASRO,pl,0,0,0,0,0.0,0.0
PASION,pl,0,0,0,0,0.0,0.0
Pascal-SC,pl,0,0,0,0,0.0,0.0
Pascal Plus,pl,0,0,0,0,0.0,0.0
ParMod,pl,0,0,0,0,0.0,0.0
ParaLog_e,pl,0,0,0,0,0.0,0.0
Parallel Pascal,pl,0,0,0,0,0.0,0.0
Parallel ELLPACK,pl,0,0,0,0,0.0,0.0
PANON-1B,pl,0,0,0,0,0.0,0.0
PANON-1,pl,0,0,0,0,0.0,0.0
PANCODE,pl,0,0,0,0,0.0,0.0
Palingol,pl,0,0,0,0,0.0,0.0
PaiLisp,pl,0,0,0,0,0.0,0.0
PADL-1,pl,0,0,0,0,0.0,0.0
PACOL,pl,0,0,0,0,0.0,0.0
ObjectWorld,pl,0,0,0,0,0.0,0.0
Objectcharts,pl,0,0,0,0,0.0,0.0
OBJ2,pl,0,0,0,0,0.0,0.0
oasis-operating-system,os,0,0,0,0,0.0,0.0
Multigame,pl,0,0,0,0,0.0,0.0
Mul-T,pl,0,0,0,0,0.0,0.0
muFP,pl,0,0,0,0,0.0,0.0
MSG.84,pl,0,0,0,0,0.0,0.0
MS2,pl,0,0,0,0,0.0,0.0
MRDB,pl,0,0,0,0,0.0,0.0
MPGS,pl,0,0,0,0,0.0,0.0
Moxie,pl,0,0,0,0,0.0,0.0
MOUSE4,pl,0,0,0,0,0.0,0.0
MORPHISM,pl,0,0,0,0,0.0,0.0
Molog,pl,0,0,0,0,0.0,0.0
Modular Prolog,pl,0,0,0,0,0.0,0.0
Modula/R,pl,0,0,0,0,0.0,0.0
Modula-P,pl,0,0,0,0,0.0,0.0
MODSIM III,pl,0,0,0,0,0.0,0.0
MODLISP,pl,0,0,0,0,0.0,0.0
MODCAP,pl,0,0,0,0,0.0,0.0
MOBL,pl,0,0,0,0,0.0,0.0
mmsearch,pl,0,0,0,0,0.0,0.0
MUMS,pl,0,0,0,0,0.0,0.0
MUNIN,pl,0,0,0,0,0.0,0.0
MuSimp,pl,0,0,0,0,0.0,0.0
NeuronC,pl,0,0,0,0,0.0,0.0
Oaklisp,pl,0,0,0,0,0.0,0.0
Numerica,pl,0,0,0,0,0.0,0.0
NPL,pl,0,0,0,0,0.0,0.0
NOP-2,pl,0,0,0,0,0.0,0.0
Noodle,pl,0,0,0,0,0.0,0.0
NOAH,pl,0,0,0,0,0.0,0.0
NIKL,pl,0,0,0,0,0.0,0.0
NFQL,pl,0,0,0,0,0.0,0.0
Network Control Language,pl,0,0,0,0,0.0,0.0
MVL,pl,0,0,0,0,0.0,0.0
Netform,pl,0,0,0,0,0.0,0.0
Ness,pl,0,0,0,0,0.0,0.0
NEATER 2,linter,0,0,0,0,0.0,0.0
NDL,pl,0,0,0,0,0.0,0.0
NSS,binaryDataFormat,0,0,0,0,0.0,0.0
Nassi-Shneiderman charts,pl,0,0,0,0,0.0,0.0
NARPL,pl,0,0,0,0,0.0,0.0
NAPSS,pl,0,0,0,0,0.0,0.0
Partial Differential Equation Language,pl,0,0,0,0,0.0,0.0
PDL/Ada,pl,0,0,0,0,0.0,0.0
PDL,pl,0,0,0,0,0.0,0.0
QA4,pl,0,0,0,0,0.0,0.0
RT-Z,pl,0,0,0,0,0.0,0.0
RT-CDL,pl,0,0,0,0,0.0,0.0
RT-ASLAN,pl,0,0,0,0,0.0,0.0
Rosette,pl,0,0,0,0,0.0,0.0
ROL2,pl,0,0,0,0,0.0,0.0
ROL,pl,0,0,0,0,0.0,0.0
RIGAL,pl,0,0,0,0,0.0,0.0
RHET,pl,0,0,0,0,0.0,0.0
RF-Maple,pl,0,0,0,0,0.0,0.0
RELFUN,pl,0,0,0,0,0.0,0.0
Relationlog,pl,0,0,0,0,0.0,0.0
REGENT,pl,0,0,0,0,0.0,0.0
RefLisp,pl,0,0,0,0,0.0,0.0
REF-ARF,pl,0,0,0,0,0.0,0.0
RECOL,pl,0,0,0,0,0.0,0.0
REC/SM,pl,0,0,0,0,0.0,0.0
rbasic,pl,0,0,0,0,0.0,0.0
Quty,pl,0,0,0,0,0.0,0.0
Qunity,pl,0,0,0,0,0.0,0.0
SAAL,assembly,0,0,0,0,0.0,0.0
SAC-1,pl,0,0,0,0,0.0,0.0
SAC-2,pl,0,0,0,0,0.0,0.0
Static Typescript,pl,0,0,0,0,0.0,0.0
xl,pl,0,0,0,0,0.0,0.0
Wolontis-Bell Interpreter,pl,0,0,0,0,0.0,0.0
wizml,pl,0,0,0,0,0.0,0.0
Very Tiny Language,pl,0,0,0,0,0.0,0.0
VoxML,pl,0,0,0,0,0.0,0.0
taktentus,esolang,0,0,0,0,0.0,0.0
SURGE,pl,0,0,0,0,0.0,0.0
SubL,pl,0,0,0,0,0.0,0.0
SSL,protocol,0,0,0,0,0.0,0.0
SARTEX,pl,0,0,0,0,0.0,0.0
sina,pl,0,0,0,0,0.0,0.0
SIL,pl,0,0,0,0,0.0,0.0
SHOE,pl,0,0,0,0,0.0,0.0
SCIL-VP,pl,0,0,0,0,0.0,0.0
SCHEMAL,pl,0,0,0,0,0.0,0.0
SCALPEL,pl,0,0,0,0,0.0,0.0
SB-ONE,pl,0,0,0,0,0.0,0.0
Sassy,pl,0,0,0,0,0.0,0.0
QLISP,pl,0,0,0,0,0.0,0.0
Q-GERT,pl,0,0,0,0,0.0,0.0
Pebble,pl,0,0,0,0,0.0,0.0
PUMPKIN,pl,0,0,0,0,0.0,0.0
PolyP,pl,0,0,0,0,0.0,0.0
Polylith,pl,0,0,0,0,0.0,0.0
POLAC,pl,0,0,0,0,0.0,0.0
POGOL,pl,0,0,0,0,0.0,0.0
Pocket Smalltalk,pl,0,0,0,0,0.0,0.0
Playground,pl,0,0,0,0,0.0,0.0
PLANNER-73,pl,0,0,0,0,0.0,0.0
PLANIT,pl,0,0,0,0,0.0,0.0
PL/EXUS,pl,0,0,0,0,0.0,0.0
PiLib,pl,0,0,0,0,0.0,0.0
PICTUREBALM,pl,0,0,0,0,0.0,0.0
PICTOL,pl,0,0,0,0,0.0,0.0
Pi Calculus,pl,0,0,0,0,0.0,0.0
PHYSICTRAN,pl,0,0,0,0,0.0,0.0
pGOLOG,pl,0,0,0,0,0.0,0.0
Pfortran,pl,0,0,0,0,0.0,0.0
PFORT,pl,0,0,0,0,0.0,0.0
PEP,pl,0,0,0,0,0.0,0.0
PEI,pl,0,0,0,0,0.0,0.0
PolyTOIL,pl,0,0,0,0,0.0,0.0
POPSY,pl,0,0,0,0,0.0,0.0
PORT-ALG,pl,0,0,0,0,0.0,0.0
Prolog/KR,pl,0,0,0,0,0.0,0.0
PT,pl,0,0,0,0,0.0,0.0
PSL,pl,0,0,0,0,0.0,0.0
PSG,pl,0,0,0,0,0.0,0.0
pSather,pl,0,0,0,0,0.0,0.0
PROW,pl,0,0,0,0,0.0,0.0
PROTOS-L,pl,0,0,0,0,0.0,0.0
PROPLAN,pl,0,0,0,0,0.0,0.0
Prolog-Linda,pl,0,0,0,0,0.0,0.0
Prolog III,pl,0,0,0,0,0.0,0.0
PRAXIS,pl,0,0,0,0,0.0,0.0
Prolog-ELF,pl,0,0,0,0,0.0,0.0
Prolog-D-Linda,pl,0,0,0,0,0.0,0.0
PROGRES,pl,0,0,0,0,0.0,0.0
PROCOL,pl,0,0,0,0,0.0,0.0
Prisma Schema Language,idl,0,0,0,0,0.0,0.0
PRISM,pl,0,0,0,0,0.0,0.0
Principle of sufficient reason,pl,0,0,0,0,0.0,0.0
PRESTO,pl,0,0,0,0,0.0,0.0
MLISP2,pl,0,0,0,0,0.0,0.0
MIRFAC,pl,0,0,0,0,0.0,0.0
Ethereum Virtual Machine,vm,0,0,0,0,0.0,0.0
HTEL,pl,0,0,0,0,0.0,0.0
HSL,pl,0,0,0,0,0.0,0.0
HPRL,pl,0,0,0,0,0.0,0.0
HP-PASCAL,pl,0,0,0,0,0.0,0.0
HOLCF,pl,0,0,0,0,0.0,0.0
HOL,pl,0,0,0,0,0.0,0.0
HMSL,pl,0,0,0,0,0.0,0.0
HiQ,pl,0,0,0,0,0.0,0.0
Hermes,pl,0,0,0,0,0.0,0.0
HERAKLIT,pl,0,0,0,0,0.0,0.0
HASL,pl,0,0,0,0,0.0,0.0
Haskell#,pl,0,0,0,0,0.0,0.0
Hank,pl,0,0,0,0,0.0,0.0
Gypsy,pl,0,0,0,0,0.0,0.0
GXL,pl,0,0,0,0,0.0,0.0
GVL,pl,0,0,0,0,0.0,0.0
GSBL,pl,0,0,0,0,0.0,0.0
GROUPLOG,pl,0,0,0,0,0.0,0.0
Graqula,pl,0,0,0,0,0.0,0.0
GRAPHOS,pl,0,0,0,0,0.0,0.0
HSML,pl,0,0,0,0,0.0,0.0
HYPAC,pl,0,0,0,0,0.0,0.0
Miranim,pl,0,0,0,0,0.0,0.0
Hyperflow,pl,0,0,0,0,0.0,0.0
Isabelle-91,pl,0,0,0,0,0.0,0.0
IQF,pl,0,0,0,0,0.0,0.0
IPL-V,pl,0,0,0,0,0.0,0.0
Interlisp-VAX,pl,0,0,0,0,0.0,0.0
InterCONS,pl,0,0,0,0,0.0,0.0
INTERCELLAS,pl,0,0,0,0,0.0,0.0
Inscan,pl,0,0,0,0,0.0,0.0
INMAGIC,pl,0,0,0,0,0.0,0.0
Industrial Modeling and Programming Language,pl,0,0,0,0,0.0,0.0
IMP72,pl,0,0,0,0,0.0,0.0
ICOT,pl,0,0,0,0,0.0,0.0
ICETRAN,pl,0,0,0,0,0.0,0.0
Integrated Civil Engineering System,standard,0,0,0,0,0.0,0.0
IBM Logo,pl,0,0,0,0,0.0,0.0
IB-Templog,pl,0,0,0,0,0.0,0.0
IAM,pl,0,0,0,0,0.0,0.0
HYTRAN,pl,0,0,0,0,0.0,0.0
Hyperlog,pl,0,0,0,0,0.0,0.0
Hyperlisp,pl,0,0,0,0,0.0,0.0
GraphLog,pl,0,0,0,0,0.0,0.0
GRAD Assistant,pl,0,0,0,0,0.0,0.0
GQL,pl,0,0,0,0,0.0,0.0
GPSS FORTRAN,pl,0,0,0,0,0.0,0.0
Fortran M,pl,0,0,0,0,0.0,0.0
FORTRAN II,pl,0,0,0,0,0.0,0.0
Fortran D,pl,0,0,0,0,0.0,0.0
FORTRAN CEP,pl,0,0,0,0,0.0,0.0
Fortran 8x,pl,0,0,0,0,0.0,0.0
FORMS/3,pl,0,0,0,0,0.0,0.0
Fork95,pl,0,0,0,0,0.0,0.0
FORALL,pl,0,0,0,0,0.0,0.0
FORAL,pl,0,0,0,0,0.0,0.0
FORAL LP,pl,0,0,0,0,0.0,0.0
foogol,pl,0,0,0,0,0.0,0.0
Flora,pl,0,0,0,0,0.0,0.0
flexbuffers,idl,0,0,0,0,0.0,0.0
FLENG++,pl,0,0,0,0,0.0,0.0
Fickle,pl,0,0,0,0,0.0,0.0
FCPU,pl,0,0,0,0,0.0,0.0
FAD,pl,0,0,0,0,0.0,0.0
FAC,pl,0,0,0,0,0.0,0.0
Etude,pl,0,0,0,0,0.0,0.0
FP2,pl,0,0,0,0,0.0,0.0
FRAN,pl,0,0,0,0,0.0,0.0
g-2,pl,0,0,0,0,0.0,0.0
GCC GIMPLE,ir,0,0,0,0,0.0,0.0
GPSS/360,pl,0,0,0,0,0.0,0.0
GPGS,pl,0,0,0,0,0.0,0.0
GPDS,pl,0,0,0,0,0.0,0.0
Glue-Nail,pl,0,0,0,0,0.0,0.0
GLU,pl,0,0,0,0,0.0,0.0
GLIDE,pl,0,0,0,0,0.0,0.0
GKS,pl,0,0,0,0,0.0,0.0
gitignore,configFormat,0,0,0,0,0.0,0.0
GENTRAN,pl,0,0,0,0,0.0,0.0
Gargoyle,pl,0,0,0,0,0.0,0.0
GENTRAN 90,pl,0,0,0,0,0.0,0.0
Generic Haskell,pl,0,0,0,0,0.0,0.0
Gedanken,pl,0,0,0,0,0.0,0.0
GDPL,pl,0,0,0,0,0.0,0.0
GCP,pl,0,0,0,0,0.0,0.0
GaussFit,pl,0,0,0,0,0.0,0.0
GAT,pl,0,0,0,0,0.0,0.0
GASP II,pl,0,0,0,0,0.0,0.0
Isabelle/HOL,pl,0,0,0,0,0.0,0.0
Active-U-Datalog,pl,0,0,0,0,0.0,0.0
ISPL,pl,0,0,0,0,0.0,0.0
LogScheme,pl,0,0,0,0,0.0,0.0
Mathsy,pl,0,0,0,0,0.0,0.0
MASIM,pl,0,0,0,0,0.0,0.0
Mary/2,pl,0,0,0,0,0.0,0.0
Marlais,pl,0,0,0,0,0.0,0.0
MAP,assembly,0,0,0,0,0.0,0.0
ManuScript,pl,0,0,0,0,0.0,0.0
MALUS,pl,0,0,0,0,0.0,0.0
magritte,pl,0,0,0,0,0.0,0.0
Magma2,pl,0,0,0,0,0.0,0.0
Macro SPITBOL,pl,0,0,0,0,0.0,0.0
Machiavelli,pl,0,0,0,0,0.0,0.0
MACE,pl,0,0,0,0,0.0,0.0
MacAims,pl,0,0,0,0,0.0,0.0
M-LISP,pl,0,0,0,0,0.0,0.0
Lucinda,pl,0,0,0,0,0.0,0.0
LRLTRAN,pl,0,0,0,0,0.0,0.0
LPL,pl,0,0,0,0,0.0,0.0
LOTOS,pl,0,0,0,0,0.0,0.0
LOTIS,pl,0,0,0,0,0.0,0.0
MATRIX PASCAL,pl,0,0,0,0,0.0,0.0
MCOBOL,pl,0,0,0,0,0.0,0.0
MDBS-QRS,queryLanguage,0,0,0,0,0.0,0.0
Micro-flowcharts,pl,0,0,0,0,0.0,0.0
MIRAGER,pl,0,0,0,0,0.0,0.0
MINOPT,pl,0,0,0,0,0.0,0.0
MINIVITAL,pl,0,0,0,0,0.0,0.0
MINION,pl,0,0,0,0,0.0,0.0
Mini-ML,pl,0,0,0,0,0.0,0.0
MiKe,pl,0,0,0,0,0.0,0.0
microTAL,pl,0,0,0,0,0.0,0.0
MICRODARE,pl,0,0,0,0,0.0,0.0
METATEM,pl,0,0,0,0,0.0,0.0
MEDIC,pl,0,0,0,0,0.0,0.0
METASIM,pl,0,0,0,0,0.0,0.0
METAPI,pl,0,0,0,0,0.0,0.0
MetaML,pl,0,0,0,0,0.0,0.0
META/LISP,pl,0,0,0,0,0.0,0.0
Meta-Assembler,assembly,0,0,0,0,0.0,0.0
Meroon,pl,0,0,0,0,0.0,0.0
Mercury Programming System,pl,0,0,0,0,0.0,0.0
Megalog,pl,0,0,0,0,0.0,0.0
Lola-2,pl,0,0,0,0,0.0,0.0
Logres,queryLanguage,0,0,0,0,0.0,0.0
IVTRAN,pl,0,0,0,0,0.0,0.0
LOGIST,pl,0,0,0,0,0.0,0.0
KLIPA,pl,0,0,0,0,0.0,0.0
KL-ONE,pl,0,0,0,0,0.0,0.0
King Kong,pl,0,0,0,0,0.0,0.0
Kiev,pl,0,0,0,0,0.0,0.0
KeyKit,pl,0,0,0,0,0.0,0.0
kew,pl,0,0,0,0,0.0,0.0
KEK-NODAL,pl,0,0,0,0,0.0,0.0
KEE,pl,0,0,0,0,0.0,0.0
Kaleidoscope'91,pl,0,0,0,0,0.0,0.0
Kaleidoscope'90,pl,0,0,0,0,0.0,0.0
Kaleidoquery,pl,0,0,0,0,0.0,0.0
KAIL,pl,0,0,0,0,0.0,0.0
Juno,pl,0,0,0,0,0.0,0.0
JSyn,pl,0,0,0,0,0.0,0.0
JOSS II,pl,0,0,0,0,0.0,0.0
JMSL,pl,0,0,0,0,0.0,0.0
JFugue,pl,0,0,0,0,0.0,0.0
jBC,pl,0,0,0,0,0.0,0.0
JACAL,pl,0,0,0,0,0.0,0.0
KRL-0,pl,0,0,0,0,0.0,0.0
KRS,pl,0,0,0,0,0.0,0.0
KRYPTON,pl,0,0,0,0,0.0,0.0
Leopard,pl,0,0,0,0,0.0,0.0
Logicon,pl,0,0,0,0,0.0,0.0
LOCS,pl,0,0,0,0,0.0,0.0
LISP A,pl,0,0,0,0,0.0,0.0
LiSEB,pl,0,0,0,0,0.0,0.0
Lingua Graphica,pl,0,0,0,0,0.0,0.0
Lincoln Reckoner,pl,0,0,0,0,0.0,0.0
Libra,pl,0,0,0,0,0.0,0.0
LGDF,pl,0,0,0,0,0.0,0.0
Leogo,pl,0,0,0,0,0.0,0.0
Kvikkalkul,pl,0,0,0,0,0.0,0.0
LEGOL,pl,0,0,0,0,0.0,0.0
LDL1,pl,0,0,0,0,0.0,0.0
LCL,pl,0,0,0,0,0.0,0.0
LCF,pl,0,0,0,0,0.0,0.0
LAURE,pl,0,0,0,0,0.0,0.0
Larch,pl,0,0,0,0,0.0,0.0
LABTRAN,pl,0,0,0,0,0.0,0.0
Kylix,pl,0,0,0,0,0.0,0.0
Actus,pl,0,0,0,0,0.0,0.0
telefile-assembly,assembly,0,0,0,0,0.0,0.0
Active Language I,pl,0,0,0,0,0.0,0.0
BrouHaHa,pl,0,0,0,0,0.0,0.0
Birkbeck Assembly,assembly,0,0,0,0,0.0,0.0
BIGWIG,pl,0,0,0,0,0.0,0.0
bigWig format,binaryDataFormat,0,0,0,0,0.0,0.0
BIGMAC,pl,0,0,0,0,0.0,0.0
Biferno,pl,0,0,0,0,0.0,0.0
BETA Project,grammarLanguage,0,0,0,0,0.0,0.0
Berkeley DB,library,0,0,0,0,0.0,0.0
BEEF,pl,0,0,0,0,0.0,0.0
BASEL,pl,0,0,0,0,0.0,0.0
BASEBALL,pl,0,0,0,0,0.0,0.0
Barrel,pl,0,0,0,0,0.0,0.0
baltazar,pl,0,0,0,0,0.0,0.0
BaLinda Lisp,pl,0,0,0,0,0.0,0.0
BACK,pl,0,0,0,0,0.0,0.0
B-LINE,pl,0,0,0,0,0.0,0.0
AUTOmatic PROgramming of Machine Tools,pl,0,0,0,0,0.0,0.0
Automator,pl,0,0,0,0,0.0,0.0
AUTOLOFT,pl,0,0,0,0,0.0,0.0
Aurora,pl,0,0,0,0,0.0,0.0
BLAZE 2,pl,0,0,0,0,0.0,0.0
C flat,pl,0,0,0,0,0.0,0.0
Hadoop Distributed File System,filesystem,0,0,0,0,0.0,0.0
CafeObj,pl,0,0,0,0,0.0,0.0
CST,pl,0,0,0,0,0.0,0.0
Consul,pl,0,0,0,0,0.0,0.0
CONSTRAINTS,pl,0,0,0,0,0.0,0.0
CONSIM,pl,0,0,0,0,0.0,0.0
Connection Machine LISP,pl,0,0,0,0,0.0,0.0
CONLAN,pl,0,0,0,0,0.0,0.0
Concurrent Prolog,pl,0,0,0,0,0.0,0.0
Concurrent C++,pl,0,0,0,0,0.0,0.0
COMSKEE,pl,0,0,0,0,0.0,0.0
COMPUTEST,pl,0,0,0,0,0.0,0.0
COMFY,pl,0,0,0,0,0.0,0.0
COL,pl,0,0,0,0,0.0,0.0
Coherent Parallel C,pl,0,0,0,0,0.0,0.0
CLEAR,pl,0,0,0,0,0.0,0.0
ClassiC,pl,0,0,0,0,0.0,0.0
CLANGER,pl,0,0,0,0,0.0,0.0
CIRCAL,pl,0,0,0,0,0.0,0.0
CCal,pl,0,0,0,0,0.0,0.0
CAJOLE,pl,0,0,0,0,0.0,0.0
Atomos,pl,0,0,0,0,0.0,0.0
ASPOL,pl,0,0,0,0,0.0,0.0
ASHMEDAI,pl,0,0,0,0,0.0,0.0
ARTSPEAK,pl,0,0,0,0,0.0,0.0
quexal,esolang,0,0,0,0,0.0,0.0
PUFFT,pl,0,0,0,0,0.0,0.0
PopAsm,pl,0,0,0,0,0.0,0.0
Petr,pl,0,0,0,0,0.0,0.0
Pascal-XSC,pl,0,0,0,0,0.0,0.0
PACTOLUS,pl,0,0,0,0,0.0,0.0
OOPS+,pl,0,0,0,0,0.0,0.0
o2,pl,0,0,0,0,0.0,0.0
NODAL,pl,0,0,0,0,0.0,0.0
NAKL,pl,0,0,0,0,0.0,0.0
MSL,pl,0,0,0,0,0.0,0.0
MOOSE,pl,0,0,0,0,0.0,0.0
MAPS,pl,0,0,0,0,0.0,0.0
Lorel,pl,0,0,0,0,0.0,0.0
LISP 1.5,pl,0,0,0,0,0.0,0.0
L6,pl,0,0,0,0,0.0,0.0
Knowledge Acquisition and Representation Language,pl,0,0,0,0,0.0,0.0
IFO,pl,0,0,0,0,0.0,0.0
IBEX,pl,0,0,0,0,0.0,0.0
RATSNO,pl,0,0,0,0,0.0,0.0
Rapid Development and Maintenance Language,pl,0,0,0,0,0.0,0.0
rds-format,binaryDataFormat,0,0,0,0,0.0,0.0
Water,template,0,0,0,0,0.0,0.0
Arctic,pl,0,0,0,0,0.0,0.0
APL/HP,pl,0,0,0,0,0.0,0.0
APACHE,pl,0,0,0,0,0.0,0.0
ALPAK,pl,0,0,0,0,0.0,0.0
ADAM,pl,0,0,0,0,0.0,0.0
ABLE,pl,0,0,0,0,0.0,0.0
3D Logo,pl,0,0,0,0,0.0,0.0
xs,pl,0,0,0,0,0.0,0.0
Verse,pl,0,0,0,0,0.0,0.0
Real-Time Concurrent C,pl,0,0,0,0,0.0,0.0
SLANG,pl,0,0,0,0,0.0,0.0
S-Snobol,pl,0,0,0,0,0.0,0.0
Rosetta SMALLTALK,pl,0,0,0,0,0.0,0.0
RPT,pl,0,0,0,0,0.0,0.0
RPL,queryLanguage,0,0,0,0,0.0,0.0
REGULUS,pl,0,0,0,0,0.0,0.0
Regina,pl,0,0,0,0,0.0,0.0
Real-Time Mentat,pl,0,0,0,0,0.0,0.0
CUBE,pl,0,0,0,0,0.0,0.0
CUPID,pl,0,0,0,0,0.0,0.0
DAMN,pl,0,0,0,0,0.0,0.0
Hancock,pl,0,0,0,0,0.0,0.0
ISAC,pl,0,0,0,0,0.0,0.0
INTERACTIVE,pl,0,0,0,0,0.0,0.0
INSIGHT,pl,0,0,0,0,0.0,0.0
INFOLOG,pl,0,0,0,0,0.0,0.0
INC,pl,0,0,0,0,0.0,0.0
Ina Jo,pl,0,0,0,0,0.0,0.0
imf,textDataFormat,0,0,0,0,0.0,0.0
IMAGE,pl,0,0,0,0,0.0,0.0
ILX,pl,0,0,0,0,0.0,0.0
ILU,pl,0,0,0,0,0.0,0.0
ICML,xmlFormat,0,0,0,0,0.0,0.0
Ibuki CL,pl,0,0,0,0,0.0,0.0
HyCom,pl,0,0,0,0,0.0,0.0
Hybrid,pl,0,0,0,0,0.0,0.0
hoot-smalltalk,pl,0,0,0,0,0.0,0.0
Holo,pl,0,0,0,0,0.0,0.0
Hi-Visual,pl,0,0,0,0,0.0,0.0
henk,pl,0,0,0,0,0.0,0.0
HELPER,pl,0,0,0,0,0.0,0.0
JavaML,pl,0,0,0,0,0.0,0.0
JOSIE,pl,0,0,0,0,0.0,0.0
Joyce,pl,0,0,0,0,0.0,0.0
LAP,pl,0,0,0,0,0.0,0.0
LO,pl,0,0,0,0,0.0,0.0
LNF,pl,0,0,0,0,0.0,0.0
Lisptalk,pl,0,0,0,0,0.0,0.0
LG,pl,0,0,0,0,0.0,0.0
Lemick,pl,0,0,0,0,0.0,0.0
LDL,pl,0,0,0,0,0.0,0.0
LASS,pl,0,0,0,0,0.0,0.0
LARIS,pl,0,0,0,0,0.0,0.0
Language for Class Description,pl,0,0,0,0,0.0,0.0
JOYCE+,pl,0,0,0,0,0.0,0.0
LAMINA,pl,0,0,0,0,0.0,0.0
KRIS,pl,0,0,0,0,0.0,0.0
Klaim,pl,0,0,0,0,0.0,0.0
KL1,pl,0,0,0,0,0.0,0.0
Keep It Short and Simple,pl,0,0,0,0,0.0,0.0
KATE,pl,0,0,0,0,0.0,0.0
JR,pl,0,0,0,0,0.0,0.0
JPL,pl,0,0,0,0,0.0,0.0
HARVEY,pl,0,0,0,0,0.0,0.0
GROOVE,pl,0,0,0,0,0.0,0.0
DEBL,pl,0,0,0,0,0.0,0.0
Green,pl,0,0,0,0,0.0,0.0
Eva,pl,0,0,0,0,0.0,0.0
EMMA,pl,0,0,0,0,0.0,0.0
ELLPACK,pl,0,0,0,0,0.0,0.0
Elegant,pl,0,0,0,0,0.0,0.0
Durra,pl,0,0,0,0,0.0,0.0
DUAL,pl,0,0,0,0,0.0,0.0
DOPL,pl,0,0,0,0,0.0,0.0
$,pl,0,0,0,0,0.0,0.0
DNA,pl,0,0,0,0,0.0,0.0
DISPEL,pl,0,0,0,0,0.0,0.0
DISC,pl,0,0,0,0,0.0,0.0
Dipe-R,pl,0,0,0,0,0.0,0.0
DIET,pl,0,0,0,0,0.0,0.0
DICE,pl,0,0,0,0,0.0,0.0
DIALOG,pl,0,0,0,0,0.0,0.0
Delta Prolog,pl,0,0,0,0,0.0,0.0
Delirium,pl,0,0,0,0,0.0,0.0
DEL,pl,0,0,0,0,0.0,0.0
DECLARE,pl,0,0,0,0,0.0,0.0
EXEL,pl,0,0,0,0,0.0,0.0
Extended Pascal,pl,0,0,0,0,0.0,0.0
FLIC,pl,0,0,0,0,0.0,0.0
Gerald,pl,0,0,0,0,0.0,0.0
Grapheasy,pl,0,0,0,0,0.0,0.0
GPSS/85,pl,0,0,0,0,0.0,0.0
GPS,pl,0,0,0,0,0.0,0.0
GOSPEL,pl,0,0,0,0,0.0,0.0
GOQL,pl,0,0,0,0,0.0,0.0
Golog,pl,0,0,0,0,0.0,0.0
Glish,pl,0,0,0,0,0.0,0.0
GERMINAL,pl,0,0,0,0,0.0,0.0
GCC GENERIC,ir,0,0,0,0,0.0,0.0
FlowNet,protocol,0,0,0,0,0.0,0.0
